"","X","Site","origin_date","time","date","daily_Ta","daily_Fsd","daily_Fld","daily_GPP","dateD","DOY","year","month","day","DAS","GDD","Rh","PAR","fPAR","moisture_stress","esat","eact","vapor_stress","heat_stress","APAR","LUE","LUEmax","biomass","NDVI_vals","LAI_vals","SAVI_vals","Lat","Dlength","GPP_pred","Crop","GCVI","blue","green","red","nir","swir1","swir2","sensor"
"203",1,"USA_Ne2","2001_05_09","2001-05-09","2001-05-09",20.132,292.907,348.55,0.550699,"2001-05-09",129,2001,5,9,24,104.962,81.7367649066922,12.147439104,0.0675598197950422,0.477335751996085,2.35745616997107,1.92690840742757,1,0.97885424408527,0.820678796837489,0.671028668124649,1.43614761980285,16.4433568477631,0.181829610019922,0.0592316285520792,0.125398439764976,41.1649,14.247326968143,1.64433568477631,"Maize",-0.218501411301185,0.11863925,0.119449528,0.1438096,0.198803725,0.33551997,0.27034076,"Ls7"
"204",2,"USA_Ne2","2001_06_10","2001-06-10","2001-06-10",25.941,300.696,383.041,3.79012,"2001-06-10",161,2001,6,10,56,358.457,84.701738338747,12.470464512,0.138752652973086,0.239157855128821,3.34973390347918,2.83728284596923,1,0.973988917302311,1.73031003484672,2.1904282606416,9.40351819034574,18.2356137084961,0.238466708809137,0.154017026424408,0.156787745431066,41.1649,15.0715838224586,1.82356137084961,"Maize",-0.172066092462741,0.114936725,0.111970026,0.127223282,0.19857031,0.315273401,0.235754386,"Ls7"
"205",3,"USA_Ne2","2001_07_28","2001-07-28","2001-07-28",25.845,258.379,406.821,24.7849,"2001-07-28",209,2001,7,28,104,1047.087,84.6589846743376,10.715493888,0.752267516132593,1,3.33076290225544,2.81979005495896,1,0.97573617413569,8.06091797125974,3.07469944345888,3.15115860717417,338.825723876953,0.726545358896255,2.89954990148544,0.55576052993536,41.1649,14.5261162587997,33.8825723876953,"Maize",0.976427277042335,0.097862848,0.07810276,0.057283329,0.359049875,0.140152561,0.052073452,"Ls7"
"206",4,"USA_Ne2","2001_08_29","2001-08-29","2001-08-29",25.297,267.554,388.063,17.9465,"2001-08-29",241,2001,8,29,136,1496.703,72.5267119454136,11.095999488,0.778852373214364,1,3.22425268763188,2.33844445915103,1,0.984458911118832,8.64214553441417,2.07662552412878,2.10940802168036,297.695315856934,0.747694807648659,3.00756479501724,0.541629177629948,41.1649,13.2929281293653,29.7695315856934,"Maize",0.970662932255899,0.073705824,0.062148883,0.04257757,0.290427204,0.1223896,0.042751993,"Ls7"
"207",5,"USA_Ne2","2001_09_30","2001-09-30","2001-09-30",16.362,211.6,330.479,3.02103,"2001-09-30",273,2001,9,30,168,1748.84,79.9922791146381,8.7754752,0.428038106433451,1,1.86075780840551,1.48846257974716,1,0.895106059966615,3.75623778766171,0.804270168923628,0.898519410039102,133.789931335449,0.468606289923191,0.788598373234272,0.292078692466021,41.1649,11.8592266052963,13.3789931335449,"Maize",0.692957119654678,0.067051714,0.059372236,0.05609432,0.15121321,0.11424366,0.054052532,"Ls7"
"208",6,"USA_Ne2","2001_10_16","2001-10-16","2001-10-16",6.159,190.55,246.55,0.452324,"2001-10-16",289,2001,10,16,184,1795.207,71.3183319873778,7.9024896,0.161220228545368,0.24612530706568,0.945453025299339,0.67428132736769,1,0.42313192630384,1.27404117938939,0.355030910552503,3.40905572395258,4.30982459902763,0.256340675055981,0.178666767627001,0.154983405321836,41.1649,11.1396712425162,0.430982459902763,"Maize",0.343666328119258,0.062893605,0.05411969,0.065348602,0.106727946,0.131171567,0.07043212,"Ls7"
"209",7,"USA_Ne2","2001_12_19","2001-12-19","2001-12-19",-1.684,106.733,213.404,0.143437,"2001-12-19",353,2001,12,19,0,NA,65.2038051268549,4.426430976,0.0528144844411313,0,0.539874680270207,0.352018834452617,1,-0.131163160044742,0.233779669911694,0.61355634582845,-Inf,0,0.170099032968283,0.0480231302767061,0.129277996346354,41.1649,9.20824020504334,0,"Maize",0.177045809603684,0.059456048,0.056354216,0.069959008,0.095072615,0.118228478,0.07617178,"Ls7"
"210",8,"USA_Ne2","2003_01_07","2003-01-07","2003-01-07",5.756,108.054,262.054,0.00891147,"2003-01-07",7,2003,1,7,0,NA,78.7441607897545,4.481215488,0.024481841167435,0,0.919430084679461,0.723997504229371,1,0.398318627354117,0.109708405814266,0.0812286892135406,Inf,0,0.147559141740203,0.009284985876875,0.0954627025872469,41.1649,9.3428086090276,0,"Maize",0.0372349209018959,0.057872863,0.04920821,0.055199646,0.071510348,0.119854157,0.07760148,"Ls7"
"211",9,"USA_Ne2","2003_05_31","2003-05-31","2003-05-31",17.838,316.442,324.037,1.46993,"2003-05-31",151,2003,5,31,46,219.101,69.5804432770721,13.123482624,0.0924878758180141,0,2.04305891657715,1.42156945056613,1,0.934737400763529,1.21376303122838,1.21105187930495,Inf,0,0.201660999059677,0.0915571389347315,0.138545711040497,41.1649,14.9004184123091,0,"Maize",-0.20738941430595,0.125493712,0.1218036,0.142270315,0.20558548,0.35240675,0.26375745,"Ls7"
"212",10,"USA_Ne2","2005_03_01","2005-03-01","2005-03-01",-2.975,207.429,208.367,0.00686814,"2005-03-01",60,2005,3,1,0,NA,53.8211805561844,8.602495488,0.0387870695088804,0,0.490541033055928,0.264014975103203,1,-0.235935802531117,0.333665590442886,0.0205839025561002,-Inf,0,0.158939593881369,0.0168398373201489,0.0966012822836638,41.1649,11.2219482697871,0,"Maize",-0.290215762744495,0.0783665167266846,0.0684571570348625,0.0779552921896362,0.102532733683853,0.185206306700531,0.135562854772858,"Ls7"
"213",11,"USA_Ne2","2005_05_20","2005-05-20","2005-05-20",22.108,335.408,349.475,0.533588,"2005-05-20",140,2005,5,20,35,153.93,62.3085521495094,13.910040576,0.0635222273658216,1,2.66138570443645,1.65827089954837,1,0.997856478237311,0.883596760136475,0.603881797753067,0.605179012135903,33.1250894355774,0.178617523759603,0.0598408430814743,0.132815050929785,41.1649,14.6142406926105,3.31250894355774,"Maize",-0.195124385751615,0.132331140823158,0.135111101237106,0.168022754033356,0.231514373608398,0.374408530437653,0.270724317546036,"Ls7"
"214",12,"USA_Ne2","2005_07_23","2005-07-23","2005-07-23",30.74,327.304,411.317,20.8572,"2005-07-23",204,2005,7,23,99,1034.609,38.3397496820679,13.573951488,0.815115705991983,0.72862733303763,4.42651883301461,1.69711624020739,1,0.77859670089674,11.0643410502421,1.88508288973465,3.3228629808567,124.634100494385,0.776543918848038,3.59744162797928,0.563738688826561,41.1649,14.6762661581103,12.4634100494385,"Maize",1.24420398784569,0.0771077139053879,0.0622319580439606,0.0426207972805176,0.334359757206818,0.137746999167992,0.0480067724922409,"Ls7"
"215",13,"USA_Ne2","2005_08_08","2005-08-08","2005-08-08",26.327,256.954,397.017,20.3154,"2005-08-08",220,2005,8,8,115,1256.45,57.6968761454884,10.656396288,0.756525064995885,1,3.42696700568664,1.97725290881778,1,0.966278044004802,8.0618308944011,2.51994866502458,2.60789188025063,297.870762329102,0.729932430386543,2.73584289550781,0.523603392243385,41.1649,14.1459323388056,29.7870762329102,"Maize",0.890274115455867,0.0857017440942383,0.0691712500530243,0.0486742960584068,0.306227618210724,0.131388124525528,0.0459416681136131,"Ls7"
"216",14,"USA_Ne2","2005_09_09","2005-09-09","2005-09-09",25.946,244.588,377.246,8.75795,"2005-09-09",252,2005,9,9,147,1659.108,58.099574446866,10.143553536,0.567315842654109,1,3.35072455129713,1.9467567051903,1,0.973896080827067,5.75459862178291,1.52190458025143,1.56269709901592,203.428068389893,0.579407989382744,1.36199762821198,0.384897989034653,41.1649,12.8089825232419,20.3428068389893,"Maize",0.322818914374705,0.08182107,0.069705576,0.05748537,0.210131181,0.132302118,0.05488928,"Ls7"
"217",15,"USA_Ne2","2005_10_27","2005-10-27","2005-10-27",6.899,161.317,271.929,0.0191024,"2005-10-27",300,2005,10,27,195,1927.24,69.2302271472097,6.690138624,0.078732048471421,0,0.994931433338614,0.688793291259311,1,0.467586606882026,0.526728318425294,0.036266134422217,Inf,0,0.190717620104551,0.0882803080976009,0.153519965410233,41.1649,10.6631550798212,0,"Maize",0.290187191198997,0.083515775,0.085577161,0.11144911,0.15814996,0.199196054,0.118844526,"Ls7"
"218",16,"USA_Ne2","2007_03_23","2007-03-23","2007-03-23",13.52,232.796,321.804,0,"2007-03-23",82,2007,3,23,0,NA,85.9387346709394,9.654515712,0.0418063186755776,0,1.54948484155067,1.33160766674666,1,0.796475050462502,0.403619760514243,0,NA,0,0.161341542303562,0.0211295780830551,0.100048671290278,41.1649,12.2301326754379,0,"Maize",-0.278586081421201,0.093929805,0.083430496,0.096034066,0.12721598,0.229337161,0.158769514,"Ls7"
"219",17,"USA_Ne2","2007_04_08","2007-04-08","2007-04-08",-1.552,300.958,208.867,0,"2007-04-08",98,2007,4,8,0,NA,35.4523890428198,12.481330176,0.0880698502351343,0.234895470139634,0.545158167583637,0.193271594470458,1,-0.120654826027087,1.09922887933558,0,0,-2.12805019825697,0.198146261125803,0.0828911834582686,0.131822383254766,41.1649,12.9598961049522,-0.212805019825697,"Maize",-0.195845902730259,0.102626505,0.095566756,0.114711921,0.164389858,0.29141284,0.215240622,"Ls7"
"220",18,"USA_Ne2","2007_05_10","2007-05-10","2007-05-10",21.609,316.354,347.45,0.735167,"2007-05-10",130,2007,5,10,25,176.315,65.1904372134419,13.119833088,0.0729879942140728,0.98387351599438,2.58157282395211,1.68293861091778,1,0.994851338531594,0.957590301516545,0.76772602942585,0.78434802346241,30.6170395255089,0.186147966757417,0.0699126051540952,0.133765726238489,41.1649,14.2834088715377,3.06170395255089,"Maize",-0.193853445311591,0.125231610093475,0.124530313451729,0.153001370500626,0.213937470322105,0.37351269615097,0.274547856586746,"Ls7"
"221",19,"USA_Ne2","2007_06_27","2007-06-27","2007-06-27",23.767,239.075,387.738,21.0757,"2007-06-27",178,2007,6,27,73,711.724,65.4433234641367,9.9149184,0.712858568055034,1,2.94244066071344,1.92563095933098,1,0.998343946761919,7.0679345330065,2.98187538404306,2.98682171982375,297.300233917236,0.695193769335747,2.412930341959,0.513301878273487,41.1649,15.1334231831917,29.7300233917236,"Maize",0.791755039579794,0.0962242082815781,0.0824337152977982,0.0623486298669891,0.3389266020625,0.182422306146027,0.0770037801588745,"Ls7"
"222",20,"USA_Ne2","2007_07_13","2007-07-13","2007-07-13",21.32,342.099,361.892,28.3442,"2007-07-13",194,2007,7,13,89,927.525,53.6161691074304,14.187529728,0.870980039971471,0.913939051008958,2.53631144240289,1.35987303204984,1,0.992541905703141,12.3570552095899,2.29376655839517,2.52861744817951,350.105554199219,0.820986507534981,4.54575726985931,0.590821546912193,41.1649,14.9227444373604,35.0105554199219,"Maize",1.4948520744468,0.072177653,0.05628996,0.033875576,0.342577966,0.115138429,0.03805712,"Ls7"
"223",21,"USA_Ne2","2007_08_14","2007-08-14","2007-08-14",27.755,267.719,409.121,19.8171,"2007-08-14",226,2007,8,14,121,1423.113,47.9821431996356,11.102842368,0.79898756968677,0.714142122149859,3.7263420790293,1.78797879246812,1,0.927423278124237,8.87103304022363,2.23391119277135,3.37289842012316,165.392029876709,0.7637132614851,3.18690879106522,0.533278139233589,41.1649,13.9157597133204,16.5392029876709,"Maize",1.04499971514947,0.07625873,0.059576625,0.039577156,0.2914538,0.109286528,0.036432856,"Ls7"
"224",22,"USA_Ne2","2007_08_30","2007-08-30","2007-08-30",19.817,268.358,346.925,12.7035,"2007-08-30",242,2007,8,30,137,1642.867,67.6039457722516,11.129342976,0.740585690543055,1,2.31192353991118,1.56295153621747,1,0.974135726151731,8.24223215317146,1.54126937508208,1.582191612221,285.179788818359,0.717251941561699,2.43766904115677,0.472909252643585,41.1649,13.2496498358416,28.5179788818359,"Maize",0.719746889319729,0.071979,0.058648304,0.03991791,0.238687085,0.104630976,0.03795932,"Ls7"
"225",23,"USA_Ne2","2007_10_01","2007-10-01","2007-10-01",17.743,213.15,321.717,1.9968,"2007-10-01",274,2007,10,1,169,1931.373,61.2966804377716,8.8397568,0.206958939766884,0.117919261709621,2.03087161790935,1.24485688573129,1,0.932440934956507,1.8294666951251,1.09146561963701,9.92667898721495,7.88529106855392,0.292727875709534,0.246829941123724,0.167646787017584,41.1649,11.8138343048746,0.788529106855392,"Maize",-0.0840036965769849,0.065492696,0.056215097,0.064945904,0.113905877,0.143285616,0.07503986,"Ls7"
"226",24,"USA_Ne2","2009_02_24","2009-02-24","2009-02-24",6.034,185.195,275.486,0.0190072,"2009-02-24",55,2009,2,24,0,NA,65.9570201733153,7.68040704,0.0166374125244468,0,0.93731282539112,0.618223609330293,1,0.41548067972554,0.127782100280146,0.148746968146002,Inf,0,0.141318546161056,0.00514351580175571,0.0936382076144218,41.1649,10.9983286373941,0,"Maize",-0.307261693806319,0.085674328,0.077320286,0.088658166,0.11252943,0.188751929,0.13297543,"Ls7"
"227",25,"USA_Ne2","2009_03_12","2009-03-12","2009-03-12",-5.213,193.595,239.684,0.0777526,"2009-03-12",71,2009,3,12,0,NA,47.5922262161648,8.02877184,-0.0147398500742763,NA,0.414412194171542,0.197227988917492,1,-0.425960740145867,-0.118342893202172,-0.657011146982615,NA,NA,0.116356523409486,0.00100000004749745,0.0922393768280745,41.1649,11.7234415724593,NA,"Maize",-0.0218115434316044,0.143288015120728,0.133965533835617,0.149169597717834,0.18150321100264,0.222960618978729,0.166306613669174,"Ls7"
"228",26,"USA_Ne2","2009_07_02","2009-07-02","2009-07-02",24.571,289.992,383.267,24.1798,"2009-07-02",183,2009,7,2,78,662.863,65.9016005817431,12.026548224,0.251358436514735,NA,3.08772607304466,2.03486090371624,1,0.992889584433044,3.02297435825371,7.99867849820865,NA,NA,0.328049671053886,0.477216346859932,0.30232597514987,41.1649,15.0944523314016,NA,"Maize",-0.111112424560798,0.247884113,0.240738125,0.237181398,0.44587083,0.32465472,0.244447329,"Ls7"
"229",27,"USA_Ne2","2009_07_18","2009-07-18","2009-07-18",18.112,326.104,341.929,24.8338,"2009-07-18",199,2009,7,18,94,854.594,61.160413706658,13.524185088,0.351000851814747,NA,2.07856904475997,1.27126142695373,1,0.941159178101841,4.7470004859883,5.23147197336546,NA,NA,0.407319691181183,1.36916050046682,0.37547582089901,41.1649,14.8092039626329,NA,"Maize",0.227291533937029,0.23550293,0.24861636,0.237838462,0.50049255,0.3478167125,0.24889519,"Ls7"
"230",28,"USA_Ne2","2009_09_04","2009-09-04","2009-09-04",19.22,256.012,352.758,15.227,"2009-09-04",247,2009,9,4,142,1374.1,86.2010975973855,10.617329664,0.76014772726953,1,2.22773446669285,1.92033156184449,1,0.9639927466902,8.07073901376096,1.88669215719122,1.95716426671159,298.711791992188,0.732814421057701,2.85754342794418,0.54610567688942,41.1649,13.0309214435128,29.8711791992188,"Maize",0.854484926362987,0.0796881969773865,0.068324508,0.0465069960496712,0.296380377414246,0.115096787874832,0.0394137021334648,"Ls7"
"231",29,"USA_Ne2","2009_09_20","2009-09-20","2009-09-20",19.323,221.158,348.275,7.6099,"2009-09-20",263,2009,9,20,158,1526.012,67.2655976490746,9.171864576,0.597291233204007,0.997034425955322,2.24206515539854,1.50813852646048,1,0.965853125418067,5.47827430337919,1.38910532378891,1.44249372375653,221.261433105469,0.603254759907722,1.56719519019127,0.417669181227684,41.1649,12.3133978174433,22.1261433105469,"Maize",0.434680015480807,0.069240876,0.065046048,0.0544461686830864,0.215073021374969,0.123945529934395,0.051283649747303,"Ls7"
"232",30,"USA_Ne2","2009_11_07","2009-11-07","2009-11-07",12.807,141.242,292.075,0.0842944,"2009-11-07",311,2009,11,7,0,NA,66.7145814188499,5.857588224,0.0235081780716032,0.0248804103372077,1.47896624634092,0.986686140572419,1,0.767435810634466,0.137701227039918,0.612154312724927,32.0598373121315,0.0933409824292721,0.146784548982978,0.00755724392598495,0.0839227711781859,41.1649,10.2174549373859,0.00933409824292721,"Maize",-0.31715990678081,0.058421704,0.049849056,0.055811882,0.071264964,0.097854878,0.054201022,"Ls7"
"233",1,"USA_Ne2","2002_01_20","2002-01-20","2002-01-20",-1.085,113.092,232.813,1.05004,"2002-01-20",20,2002,1,20,0,NA,74.7640906274488,4.690151424,0.0406162766271085,0,0.564219718417059,0.421833741615267,1,-0.0837855453083143,0.190496487660211,5.51212262702166,-Inf,0,0.16039481036365,0.0323075308545958,0.120600045546889,41.1649,9.6502278908827,0,"Soy",0.162384946354491,0.0675342,0.063826168,0.079375305,0.105740152,0.124801065,0.077173986,"Ls7"
"234",2,"USA_Ne2","2002_02_05","2002-02-05","2002-02-05",-8.834,151.292,232.196,1.28309,"2002-02-05",36,2002,2,5,0,NA,89.114327477544,6.274381824,-0.0312164107253403,NA,0.313248764941993,0.27914953020977,1,-0.755049755698208,-0.195863680065594,-6.55093379012536,NA,NA,0.103248678818345,0.0010858359595295,0.117208542451262,41.1649,10.2008757802075,NA,"Soy",-0.183960784313725,0.287422,0.323376,0.3062415,0.363291205,0.039312344,0.0269074,"Ls7"
"235",3,"USA_Ne2","2002_02_21","2002-02-21","2002-02-21",1.693,187.462,229.517,1.49551,"2002-02-21",52,2002,2,21,0,NA,78.0315267453456,7.774424064,0.0397325375668704,0.0219958423101063,0.690287615482629,0.538641965295136,1,0.125384656329235,0.308897596183661,4.84144266085779,1755.45540491522,0.0109120041178539,0.159691756218672,0.0287181988102384,0.117082927897573,41.1649,10.8661415955362,0.00109120041178539,"Soy",0.172270206941496,0.08334143,0.081489074,0.10192412,0.135588314,0.186371195,0.12333197,"Ls7"
"236",4,"USA_Ne2","2002_06_29","2002-06-29","2002-06-29",29.806,338.887,400.187,3.64048,"2002-06-29",180,2002,6,29,45,539.283,67.1798077546751,14.054321664,0.273760857326984,1,4.19607855855571,2.81891750887287,1,0.837201772158035,3.84752314788585,0.946187939636018,1.13017909314388,69.2116556549072,0.345871803760529,0.422686116397381,0.248238891065121,41.1649,15.1209015549048,6.92116556549072,"Soy",0.0047543931716432,0.117431488,0.11600395,0.127697272,0.25312664,0.32360266,0.19993889,"Ls7"
"237",5,"USA_Ne2","2002_07_15","2002-07-15","2002-07-15",23.778,329.9,365.204,11.321,"2002-07-15",196,2002,7,15,61,783.564,67.5659515961834,13.6816128,0.648407225965857,0.984455970757845,2.94438741816834,1.98940337776373,1,0.998295580399804,8.87125660238697,1.27614390017237,1.29850672493854,190.271365280151,0.643919829726219,1.92196237921715,0.469207552075386,41.1649,14.8797920536118,19.0271365280151,"Soy",0.618770750195552,0.094439745,0.08542452,0.069855504,0.314571625,0.224925733,0.115871168,"Ls7"
"238",6,"USA_Ne2","2002_07_31","2002-07-31","2002-07-31",28.195,315.075,393.838,13.7216,"2002-07-31",212,2002,7,31,77,1041.398,63.8891376553478,13.0667904,0.854682338594794,0.903892876297891,3.82306050771898,2.44252039042382,1,0.911826483973968,11.167954977,1.22865824837753,1.49074010303626,162.559633178711,0.808020953536034,4.93343640327454,0.649971476197243,41.1649,14.4286820066289,16.2559633178711,"Soy",1.50990028550041,0.079818683,0.06915618,0.04435787,0.412557155,0.183608887,0.071007795,"Ls7"
"239",7,"USA_Ne2","2002_11_20","2002-11-20","2002-11-20",7.229,126.342,272.858,0.191917,"2002-11-20",324,2002,11,20,0,NA,72.9616797077043,5.239655424,0.0211975157890469,0,1.01772173879628,0.74254687537622,1,0.486942282768577,0.111067678579405,1.72792843475875,Inf,0,0.144946313276887,0.0086283770983573,0.0970959404855967,41.1649,9.75828345273621,0,"Soy",0.0566281433906116,0.06461865,0.056304233,0.064838591,0.083605059,0.144228732,0.095084624,"Ls7"
"240",8,"USA_Ne2","2004_03_14","2004-03-14","2004-03-14",5.544,222.821,256.2,0.108544,"2004-03-14",74,2004,3,14,0,NA,68.6450686855841,9.240832512,0.0230083956082165,0.0605778122071785,0.905995676146042,0.621921354178872,1,0.385096655189738,0.212616730185365,0.510514858851269,21.8839168490949,0.0906478590099141,0.146386949568987,0.00842940841335803,0.103839883431792,41.1649,11.8614741054932,0.00906478590099141,"Soy",0.126958927131012,0.096562286,0.095640034,0.11727756,0.151783408,0.24177942,0.166642318,"Ls7"
"241",9,"USA_Ne2","2004_07_04","2004-07-04","2004-07-04",23.823,339.454,371.721,4.06389,"2004-07-04",186,2004,7,4,51,503.119,85.3541659329556,14.077836288,0.191503784295618,0.479265033719261,2.95236313417806,2.51996492848975,1,0.998090299471718,2.69595892384618,1.50740056313702,3.15125170515916,34.3243245315552,0.280432604849339,0.252152559906244,0.199872195720673,41.1649,15.0590002008277,3.43243245315552,"Soy",-0.0817952790414654,0.1173456135,0.119649714857819,0.138381929161835,0.236926123852234,0.326035777709656,0.201014015096756,"Ls7"
"242",10,"USA_Ne2","2004_08_05","2004-08-05","2004-08-05",20.785,282.567,359.125,14.4559,"2004-08-05",218,2004,8,5,83,905.634,73.9829390166707,11.718618624,0.831166418327689,0.999633357520895,2.45435028633398,1.81580047559395,1,0.987197971680715,9.74012226945823,1.48416001360977,1.50395808327356,239.326986083984,0.789312981963158,4.68970566272736,0.649758130908012,41.1649,14.2194510722657,23.9326986083984,"Soy",1.39750181993992,0.089741265,0.075324876,0.050367952,0.423622216,0.21043943,0.08323113,"Ls7"
"243",11,"USA_Ne2","2004_08_21","2004-08-21","2004-08-21",18.975,295.988,330.817,14.7676,"2004-08-21",234,2004,8,21,99,1039.868,70.1766037034344,12.275214336,0.866168900510669,1,2.19396845169101,1.53965254572157,1,0.95938548703068,10.6324089049459,1.38892325643444,1.44772177108201,249.405143737793,0.817159029841423,4.98535117149353,0.649755201935768,41.1649,13.5904774837571,24.9405143737793,"Soy",1.60438376722462,0.073897658,0.059843318,0.038280252,0.377367311,0.154048249,0.054639416,"Ls7"
"244",12,"USA_Ne2","2004_09_06","2004-09-06","2004-09-06",18.292,278.771,314.479,11.2826,"2004-09-06",250,2004,9,6,115,1231.665,64.4271534167868,11.561190912,0.90514016243279,0.828099156693557,2.10218984089847,1.35438107390776,1,0.945213290570864,10.4644982200042,1.07817878724772,1.37745880995422,159.890376434326,0.848162420392036,5.96161822795868,0.692392146587372,41.1649,12.8980873951914,15.9890376434326,"Soy",1.85206249266826,0.063129076,0.053350138,0.030913967,0.375742526,0.155510126,0.054255535,"Ls7"
"245",13,"USA_Ne2","2004_09_22","2004-09-22","2004-09-22",22.024,206.679,376.167,4.84293,"2004-09-22",266,2004,9,22,131,1408.818,79.7586024851643,8.571391488,0.60848196637243,0.997945933955385,2.64780130745811,2.1118493194125,1,0.997439148284182,5.21553714716615,0.928558241145189,0.93285839895541,113.040054168701,0.612157491147518,1.84578156709671,0.496812399327755,41.1649,12.1772494012267,11.3040054168701,"Soy",0.436943641635711,0.088618,0.090448104,0.072071728,0.291469392,0.1603378,0.067827099,"Ls7"
"246",14,"USA_Ne2","2004_10_08","2004-10-08","2004-10-08",15.871,199.829,316.621,0.478923,"2004-10-08",282,2004,10,8,147,1486.668,86.7472956620268,8.287308288,0.182500735296309,0.102251359756039,1.80335859563632,1.56436481280321,1,0.880104779918694,1.5124398561872,0.31665589744993,3.5187151353981,3.11114479899406,0.273270274698734,0.211486732065678,0.163938316255808,41.1649,11.452157202761,0.311114479899406,"Soy",-0.0749221483075054,0.065310153965313,0.0549936799053459,0.0671158851925354,0.112823660092697,0.144012127561035,0.0794368619901352,"Ls7"
"247",15,"USA_Ne2","2004_10_24","2004-10-24","2004-10-24",13.196,171.667,291.033,0.0798564,"2004-10-24",298,2004,10,24,163,1506.853,51.0457052992587,7.119373824,0.0788224281327426,0,1.51708234653754,0.77440538376063,1,0.783483915567664,0.561166331592369,0.14230433207459,Inf,0,0.190789521187544,0.0695628610253334,0.124770548939705,41.1649,10.7479952991773,0,"Soy",-0.204836207396566,0.067339129,0.061971856,0.075562344,0.106222268,0.1693007,0.112132294,"Ls7"
"248",16,"USA_Ne2","2006_01_15","2006-01-15","2006-01-15",7.66,114.412,274.075,0.044781,"2006-01-15",15,2006,1,15,0,NA,46.1621051778844,4.744894464,0.0258785604779422,0,1.04817892458706,0.483861457620295,1,0.511780641173519,0.122791038348077,0.364692738187121,Inf,0,0.148670294731855,0.0116863324760925,0.104201971068978,41.1649,9.51421893749422,0,"Soy",0.103760710006232,0.0606529753037643,0.0563627734619751,0.0678135057194824,0.0880909835181732,0.131572830867905,0.0831204319791451,"Ls7"
"249",17,"USA_Ne2","2006_01_31","2006-01-31","2006-01-31",3.812,116.054,272.158,0,"2006-01-31",31,2006,1,31,0,NA,58.1500917615988,4.812991488,0.00712519863694905,0.0120948389982137,0.802562436365794,0.466690793190832,1,0.272800852727304,0.034293520389945,0,0,0.00298954017352571,0.133751152455807,0.00185505200526677,0.0793129039183259,41.1649,10.0129630459498,0.000298954017352571,"Soy",0.0313480246222296,0.057946671637001,0.0511670493166428,0.0586527759683838,0.0738156530299988,0.0953516928357239,0.0572520052002334,"Ls7"
"250",18,"USA_Ne2","2006_04_21","2006-04-21","2006-04-21",12.74,313.864,284.475,0,"2006-04-21",111,2006,4,21,0,NA,46.4483503383019,13.016567808,0.0534216378934681,0.389790368693408,1.47248684720747,0.683945849476342,1,0.764622568240421,0.69536637205475,0,0,4.29800829648972,0.170582050830126,0.0457708990387619,0.12519495524466,41.1649,13.5303881511926,0.429800829648972,"Soy",-0.214340563228501,0.120967231,0.123060184,0.151814335,0.205645066,0.336099112,0.237497049,"Ls7"
"251",19,"USA_Ne2","2006_07_26","2006-07-26","2006-07-26",25.613,318.517,395.133,18.1056,"2006-07-26",207,2006,7,26,72,968.629,81.4746868458252,13.209537024,0.822916495711207,1,3.28530244154595,2.67668987618781,1,0.979685826232382,10.8703459177575,1.66559556954146,1.70013235360045,229.579664611816,0.782749797701836,3.9281058883667,0.590220599770546,41.1649,14.5881000638443,22.9579664611816,"Soy",1.27760467320209,0.081761242,0.066552331,0.04444849,0.360012954,0.172272282,0.066766544,"Ls7"
"252",20,"USA_Ne2","2006_10_14","2006-10-14","2006-10-14",5.787,187.638,267.971,0.254284,"2006-10-14",287,2006,10,14,152,1679.756,38.8364751404808,7.781723136,0.0955263895709812,0,0.921409192242186,0.357842851887242,1,0.400242306004762,0.743359915823054,0.342073865683832,Inf,0,0.204078273326159,0.100828909389675,0.147625647187233,41.1649,11.2284152783441,0,"Soy",0.293207060030031,0.079784163,0.0779402,0.099245605,0.144879544,0.2237238,0.137714965,"Ls7"
"253",21,"USA_Ne2","2008_03_25","2008-03-25","2008-03-25",9.399,221.804,278.721,0.0373124,"2008-03-25",85,2008,3,25,0,NA,58.8727983494898,9.198655488,0.057222800697248,0.155835565656446,1.1793754991303,0.694331359386269,1,0.606799863712761,0.526372829672471,0.0708858776453511,0.749631218408251,1.28001412902911,0.173606046696299,0.0556901980229874,0.131408130973578,41.1649,12.368146577616,0.128001412902911,"Soy",-0.17897216062752,0.109707439,0.114673976200523,0.147627961717934,0.201144798095474,0.286897045077057,0.1881885415,"Ls7"
"254",22,"USA_Ne2","2008_04_26","2008-04-26","2008-04-26",5.245,188.483,287.971,0.28423,"2008-04-26",117,2008,4,26,0,NA,70.9939085184915,7.816766976,0.0129655366783589,0.44728321279798,0.887342274540019,0.629958962632843,1,0.366252384594873,0.101348578933513,2.80447938186151,17.1194257119459,0.354108318178491,0.138397403880954,0.0102475969074294,0.114134409427643,41.1649,13.7813938896375,0.0354108318178491,"Soy",-0.338377186872794,0.205498304,0.194460268,0.211742324,0.26742091,0.291784924,0.212595095,"Ls7"
